date,wind energy
2020-04-02,40
2020-04-03,61
2020-04-04,33
2020-04-05,31
2020-04-06,37
2020-04-07,52
2020-04-08,43
2020-04-09,50
2020-04-10,44
2020-04-11,37
2020-04-12,33
2020-04-13,47
2020-04-14,58
2020-04-15,64
2020-04-16,56
2020-04-17,51
2020-04-18,35
2020-04-19,38
2020-04-20,60
2020-04-21,72
2020-04-22,72
2020-04-23,68
2020-04-24,69
2020-04-25,33
2020-04-26,44
2020-04-27,75
2020-04-28,52
2020-04-29,71
2020-04-30,62
2020-05-01,67
2020-05-02,39
2020-05-03,51
2020-05-04,48
2020-05-05,65
2020-05-06,63
2020-05-07,67
2020-05-08,69
2020-05-09,39
2020-05-10,42
2020-05-11,67
2020-05-12,77
2020-05-13,65
2020-05-14,79
2020-05-15,65
2020-05-16,29
2020-05-17,42
2020-05-18,70
2020-05-19,57
2020-05-20,65
2020-05-21,51
2020-05-22,58
2020-05-23,36
2020-05-24,40
2020-05-25,51
2020-05-26,46
2020-05-27,41
2020-05-28,45
2020-05-29,46
2020-05-30,30
2020-05-31,35
2020-06-01,56
2020-06-02,42
2020-06-03,60
2020-06-04,55
2020-06-05,37
2020-06-06,38
2020-06-07,43
2020-06-08,49
2020-06-09,47
2020-06-10,64
2020-06-11,60
2020-06-12,44
2020-06-13,34
2020-06-14,23
2020-06-15,48
2020-06-16,47
2020-06-17,37
2020-06-18,47
2020-06-19,34
2020-06-20,34
2020-06-21,34
2020-06-22,47
2020-06-23,41
2020-06-24,33
2020-06-25,31
2020-06-26,33
2020-06-27,19
2020-06-28,24
2020-06-29,47
2020-06-30,27
2020-07-01,30
2020-07-02,40
2020-07-03,34
2020-07-04,16
2020-07-05,17
2020-07-06,27
2020-07-07,31
2020-07-08,32
2020-07-09,39
2020-07-10,36
2020-07-11,30
2020-07-12,36
2020-07-13,25
2020-07-14,49
2020-07-15,32
2020-07-16,45
2020-07-17,38
2020-07-18,29
2020-07-19,24
2020-07-20,45
2020-07-21,41
2020-07-22,34
2020-07-23,44
2020-07-24,28
2020-07-25,25
2020-07-26,29
2020-07-27,43
2020-07-28,40
2020-07-29,33
2020-07-30,26
2020-07-31,27
2020-08-01,31
2020-08-02,24
2020-08-03,28
2020-08-04,32
2020-08-05,49
2020-08-06,48
2020-08-07,35
2020-08-08,24
2020-08-09,33
2020-08-10,37
2020-08-11,35
2020-08-12,38
2020-08-13,21
2020-08-14,34
2020-08-15,28
2020-08-16,28
2020-08-17,45
2020-08-18,38
2020-08-19,47
2020-08-20,45
2020-08-21,35
2020-08-22,29
2020-08-23,44
2020-08-24,38
2020-08-25,42
2020-08-26,45
2020-08-27,46
2020-08-28,47
2020-08-29,28
2020-08-30,32
2020-08-31,47
2020-09-01,38
2020-09-02,45
2020-09-03,58
2020-09-04,54
2020-09-05,21
2020-09-06,31
2020-09-07,43
2020-09-08,37
2020-09-09,53
2020-09-10,45
2020-09-11,55
2020-09-12,23
2020-09-13,37
2020-09-14,40
2020-09-15,62
2020-09-16,50
2020-09-17,66
2020-09-18,51
2020-09-19,38
2020-09-20,33
2020-09-21,55
2020-09-22,58
2020-09-23,51
2020-09-24,51
2020-09-25,43
2020-09-26,42
2020-09-27,35
2020-09-28,34
2020-09-29,46
2020-09-30,54
2020-10-01,50
2020-10-02,42
2020-10-03,31
2020-10-04,22
2020-10-05,46
2020-10-06,60
2020-10-07,62
2020-10-08,46
2020-10-09,57
2020-10-10,41
2020-10-11,38
2020-10-12,46
2020-10-13,54
2020-10-14,54
2020-10-15,60
2020-10-16,42
2020-10-17,29
2020-10-18,23
2020-10-19,34
2020-10-20,53
2020-10-21,40
2020-10-22,42
2020-10-23,68
2020-10-24,30
2020-10-25,26
2020-10-26,60
2020-10-27,63
2020-10-28,41
2020-10-29,51
2020-10-30,40
2020-10-31,22
2020-11-01,35
2020-11-02,46
2020-11-03,63
2020-11-04,36
2020-11-05,62
2020-11-06,37
2020-11-07,31
2020-11-08,32
2020-11-09,61
2020-11-10,39
2020-11-11,47
2020-11-12,45
2020-11-13,59
2020-11-14,19
2020-11-15,37
2020-11-16,48
2020-11-17,54
2020-11-18,54
2020-11-19,44
2020-11-20,53
2020-11-21,37
2020-11-22,27
2020-11-23,57
2020-11-24,47
2020-11-25,54
2020-11-26,43
2020-11-27,31
2020-11-28,27
2020-11-29,21
2020-11-30,49
2020-12-01,40
2020-12-02,55
2020-12-03,57
2020-12-04,47
2020-12-05,34
2020-12-06,42
2020-12-07,44
2020-12-08,44
2020-12-09,51
2020-12-10,45
2020-12-11,59
2020-12-12,34
2020-12-13,33
2020-12-14,51
2020-12-15,41
2020-12-16,48
2020-12-17,45
2020-12-18,38
2020-12-19,22
2020-12-20,22
2020-12-21,28
2020-12-22,50
2020-12-23,33
2020-12-24,28
2020-12-25,19
2020-12-26,27
2020-12-27,27
2020-12-28,21
2020-12-29,31
2020-12-30,25
2020-12-31,23
2021-01-01,19
2021-01-02,20
2021-01-03,11
2021-01-04,27
2021-01-05,51
2021-01-06,47
2021-01-07,46
2021-01-08,37
2021-01-09,35
2021-01-10,31
2021-01-11,39
2021-01-12,54
2021-01-13,56
2021-01-14,53
2021-01-15,56
2021-01-16,10
2021-01-17,27
2021-01-18,43
2021-01-19,60
2021-01-20,46
2021-01-21,53
2021-01-22,65
2021-01-23,35
2021-01-24,28
2021-01-25,49
2021-01-26,52
2021-01-27,81
2021-01-28,58
2021-01-29,57
2021-01-30,35
2021-01-31,37
2021-02-01,62
2021-02-02,77
2021-02-03,71
2021-02-04,63
2021-02-05,52
2021-02-06,25
2021-02-07,28
2021-02-08,54
2021-02-09,48
2021-02-10,73
2021-02-11,67
2021-02-12,49
2021-02-13,32
2021-02-14,29
2021-02-15,40
2021-02-16,85
2021-02-17,100
2021-02-18,93
2021-02-19,66
2021-02-20,38
2021-02-21,51
2021-02-22,79
2021-02-23,64
2021-02-24,63
2021-02-25,59
2021-02-26,71
2021-02-27,37
2021-02-28,26
2021-03-01,50
2021-03-02,62
2021-03-03,58
2021-03-04,62
2021-03-05,40
2021-03-06,32
2021-03-07,20
2021-03-08,61
2021-03-09,41
2021-03-10,58
2021-03-11,53
2021-03-12,48
2021-03-13,39
2021-03-14,25
2021-03-15,78
2021-03-16,48
2021-03-17,60
2021-03-18,58
2021-03-19,65
2021-03-20,34
