date,renewable
2016-11-04,58.0
2016-11-05,36.0
2016-11-06,39.0
2016-11-07,61.0
2016-11-08,69.0
2016-11-09,68.0
2016-11-10,72.0
2016-11-11,60.0
2016-11-12,52.0
2016-11-13,54.0
2016-11-14,75.0
2016-11-15,81.0
2016-11-16,71.0
2016-11-17,76.0
2016-11-18,62.0
2016-11-19,38.0
2016-11-20,51.0
2016-11-21,64.0
2016-11-22,64.0
2016-11-23,59.0
2016-11-24,50.0
2016-11-25,39.0
2016-11-26,44.0
2016-11-27,48.0
2016-11-28,76.0
2016-11-29,72.0
2016-11-30,86.0
2016-12-01,69.0
2016-12-02,77.0
2016-12-03,35.0
2016-12-04,39.0
2016-12-05,83.0
2016-12-06,71.0
2016-12-07,86.0
2016-12-08,88.0
2016-12-09,56.0
2016-12-10,31.0
2016-12-11,36.0
2016-12-12,66.0
2016-12-13,64.0
2016-12-14,84.0
2016-12-15,63.0
2016-12-16,37.0
2016-12-17,31.0
2016-12-18,34.0
2016-12-19,67.0
2016-12-20,44.0
2016-12-21,49.0
2016-12-22,38.0
2016-12-23,38.0
2016-12-24,25.0
2016-12-25,18.0
2016-12-26,19.0
2016-12-27,31.0
2016-12-28,34.0
2016-12-29,34.0
2016-12-30,24.0
2016-12-31,26.0
2017-01-01,29.0
2017-01-02,44.0
2017-01-03,48.0
2017-01-04,56.0
2017-01-05,66.0
2017-01-06,50.0
2017-01-07,41.0
2017-01-08,43.0
2017-01-09,66.0
2017-01-10,63.0
2017-01-11,70.0
2017-01-12,73.0
2017-01-13,56.0
2017-01-14,27.0
2017-01-15,36.0
2017-01-16,61.0
2017-01-17,73.0
2017-01-18,65.0
2017-01-19,72.0
2017-01-20,60.0
2017-01-21,32.0
2017-01-22,48.0
2017-01-23,76.0
2017-01-24,85.0
2017-01-25,71.0
2017-01-26,67.0
2017-01-27,66.0
2017-01-28,29.0
2017-01-29,46.0
2017-01-30,72.0
2017-01-31,69.0
2017-02-01,83.0
2017-02-02,73.0
2017-02-03,70.0
2017-02-04,29.0
2017-02-05,36.0
2017-02-06,67.0
2017-02-07,66.0
2017-02-08,75.0
2017-02-09,81.0
2017-02-10,68.0
2017-02-11,42.0
2017-02-12,50.0
2017-02-13,75.0
2017-02-14,60.0
2017-02-15,75.0
2017-02-16,84.0
2017-02-17,67.0
2017-02-18,44.0
2017-02-19,46.0
2017-02-20,62.0
2017-02-21,67.0
2017-02-22,74.0
2017-02-23,61.0
2017-02-24,62.0
2017-02-25,35.0
2017-02-26,33.0
2017-02-27,76.0
2017-02-28,72.0
2017-03-01,80.0
2017-03-02,71.0
2017-03-03,58.0
2017-03-04,35.0
2017-03-05,38.0
2017-03-06,77.0
2017-03-07,73.0
2017-03-08,71.0
2017-03-09,81.0
2017-03-10,54.0
2017-03-11,43.0
2017-03-12,42.0
2017-03-13,77.0
2017-03-14,71.0
2017-03-15,71.0
2017-03-16,80.0
2017-03-17,51.0
2017-03-18,31.0
2017-03-19,48.0
2017-03-20,79.0
2017-03-21,72.0
2017-03-22,77.0
2017-03-23,71.0
2017-03-24,64.0
2017-03-25,31.0
2017-03-26,40.0
2017-03-27,73.0
2017-03-28,87.0
2017-03-29,75.0
2017-03-30,76.0
2017-03-31,51.0
2017-04-01,39.0
2017-04-02,46.0
2017-04-03,77.0
2017-04-04,75.0
2017-04-05,73.0
2017-04-06,72.0
2017-04-07,67.0
2017-04-08,38.0
2017-04-09,31.0
2017-04-10,68.0
2017-04-11,61.0
2017-04-12,68.0
2017-04-13,55.0
2017-04-14,43.0
2017-04-15,28.0
2017-04-16,36.0
2017-04-17,57.0
2017-04-18,83.0
2017-04-19,63.0
2017-04-20,79.0
2017-04-21,68.0
2017-04-22,36.0
2017-04-23,42.0
2017-04-24,95.0
2017-04-25,84.0
2017-04-26,80.0
2017-04-27,67.0
2017-04-28,83.0
2017-04-29,25.0
2017-04-30,38.0
2017-05-01,76.0
2017-05-02,85.0
2017-05-03,80.0
2017-05-04,76.0
2017-05-05,68.0
2017-05-06,39.0
2017-05-07,42.0
2017-05-08,80.0
2017-05-09,100.0
2017-05-10,60.0
2017-05-11,72.0
2017-05-12,66.0
2017-05-13,30.0
2017-05-14,42.0
2017-05-15,83.0
2017-05-16,77.0
2017-05-17,74.0
2017-05-18,74.0
2017-05-19,66.0
2017-05-20,31.0
2017-05-21,41.0
2017-05-22,85.0
2017-05-23,78.0
2017-05-24,71.0
2017-05-25,73.0
2017-05-26,44.0
2017-05-27,34.0
2017-05-28,31.0
2017-05-29,44.0
2017-05-30,59.0
2017-05-31,60.0
2017-06-01,59.0
2017-06-02,78.0
2017-06-03,39.0
2017-06-04,47.0
2017-06-05,60.0
2017-06-06,69.0
2017-06-07,56.0
2017-06-08,63.0
2017-06-09,48.0
2017-06-10,37.0
2017-06-11,29.0
2017-06-12,57.0
2017-06-13,59.0
2017-06-14,64.0
2017-06-15,58.0
2017-06-16,38.0
2017-06-17,29.0
2017-06-18,40.0
2017-06-19,55.0
2017-06-20,56.0
2017-06-21,53.0
2017-06-22,58.0
2017-06-23,38.0
2017-06-24,28.0
2017-06-25,32.0
2017-06-26,47.0
2017-06-27,49.0
2017-06-28,48.0
2017-06-29,48.0
2017-06-30,42.0
2017-07-01,25.0
2017-07-02,31.0
2017-07-03,40.0
2017-07-04,44.0
2017-07-05,57.0
2017-07-06,51.0
2017-07-07,45.0
2017-07-08,32.0
2017-07-09,30.0
2017-07-10,46.0
2017-07-11,50.0
2017-07-12,58.0
2017-07-13,55.0
2017-07-14,55.0
2017-07-15,29.0
2017-07-16,30.0
2017-07-17,51.0
2017-07-18,53.0
2017-07-19,38.0
2017-07-20,53.0
2017-07-21,51.0
2017-07-22,23.0
2017-07-23,34.0
2017-07-24,51.0
2017-07-25,55.0
2017-07-26,51.0
2017-07-27,49.0
2017-07-28,45.0
2017-07-29,35.0
2017-07-30,34.0
2017-07-31,50.0
2017-08-01,52.0
2017-08-02,47.0
2017-08-03,63.0
2017-08-04,46.0
2017-08-05,33.0
2017-08-06,32.0
2017-08-07,49.0
2017-08-08,48.0
2017-08-09,45.0
2017-08-10,41.0
2017-08-11,35.0
2017-08-12,25.0
2017-08-13,30.0
2017-08-14,54.0
2017-08-15,42.0
2017-08-16,59.0
2017-08-17,67.0
2017-08-18,48.0
2017-08-19,23.0
2017-08-20,32.0
2017-08-21,46.0
2017-08-22,57.0
2017-08-23,54.0
2017-08-24,47.0
2017-08-25,53.0
2017-08-26,34.0
2017-08-27,33.0
2017-08-28,62.0
2017-08-29,55.0
2017-08-30,52.0
2017-08-31,56.0
2017-09-01,47.0
2017-09-02,26.0
2017-09-03,38.0
2017-09-04,52.0
2017-09-05,73.0
2017-09-06,72.0
2017-09-07,75.0
2017-09-08,53.0
2017-09-09,38.0
2017-09-10,44.0
2017-09-11,73.0
2017-09-12,66.0
2017-09-13,79.0
2017-09-14,81.0
2017-09-15,55.0
2017-09-16,37.0
2017-09-17,45.0
2017-09-18,67.0
2017-09-19,66.0
2017-09-20,73.0
2017-09-21,69.0
2017-09-22,58.0
2017-09-23,43.0
2017-09-24,47.0
2017-09-25,65.0
2017-09-26,75.0
2017-09-27,61.0
2017-09-28,67.0
2017-09-29,67.0
2017-09-30,29.0
2017-10-01,38.0
2017-10-02,67.0
2017-10-03,77.0
2017-10-04,68.0
2017-10-05,69.0
2017-10-06,64.0
2017-10-07,31.0
2017-10-08,34.0
2017-10-09,68.0
2017-10-10,90.0
2017-10-11,79.0
2017-10-12,82.0
2017-10-13,72.0
2017-10-14,42.0
2017-10-15,50.0
2017-10-16,68.0
2017-10-17,71.0
2017-10-18,69.0
2017-10-19,72.0
2017-10-20,50.0
2017-10-21,27.0
2017-10-22,54.0
2017-10-23,66.0
2017-10-24,80.0
2017-10-25,73.0
2017-10-26,83.0
2017-10-27,62.0
2017-10-28,31.0
2017-10-29,58.0
2017-10-30,80.0
2017-10-31,81.0
2017-11-01,73.0
2017-11-02,70.0
2017-11-03,54.0
2017-11-04,42.0
2017-11-05,51.0
2017-11-06,70.0
2017-11-07,85.0
2017-11-08,72.0
2017-11-09,88.0
2017-11-10,63.0
2017-11-11,34.0
2017-11-12,36.0
2017-11-13,85.0
2017-11-14,95.0
2017-11-15,89.0
2017-11-16,90.0
2017-11-17,49.0
2017-11-18,41.0
2017-11-19,48.0
2017-11-20,73.0
2017-11-21,76.0
2017-11-22,53.0
2017-11-23,52.0
2017-11-24,38.0
2017-11-25,36.0
2017-11-26,49.0
2017-11-27,84.0
2017-11-28,100.0
2017-11-29,77.0
2017-11-30,97.0
2017-12-01,74.0
2017-12-02,39.0
2017-12-03,50.0
2017-12-04,72.0
2017-12-05,93.0
2017-12-06,74.0
2017-12-07,85.0
2017-12-08,77.0
2017-12-09,38.0
2017-12-10,44.0
2017-12-11,84.0
2017-12-12,74.0
2017-12-13,88.0
2017-12-14,70.0
2017-12-15,60.0
2017-12-16,32.0
2017-12-17,30.0
2017-12-18,73.0
2017-12-19,64.0
2017-12-20,44.0
2017-12-21,53.0
2017-12-22,33.0
2017-12-23,23.0
2017-12-24,20.0
2017-12-25,29.0
2017-12-26,37.0
2017-12-27,28.0
2017-12-28,35.0
2017-12-29,41.0
2017-12-30,29.0
2017-12-31,28.0
2018-01-01,28.0
2018-01-02,51.0
2018-01-03,63.0
2018-01-04,59.0
2018-01-05,55.0
2018-01-06,27.0
2018-01-07,46.0
2018-01-08,68.0
2018-01-09,62.0
2018-01-10,74.0
2018-01-11,82.0
2018-01-12,69.0
2018-01-13,25.0
2018-01-14,40.0
2018-01-15,53.0
2018-01-16,79.0
2018-01-17,66.0
2018-01-18,68.0
2018-01-19,50.0
2018-01-20,38.0
2018-01-21,31.0
2018-01-22,69.0
2018-01-23,91.0
2018-01-24,80.0
2018-01-25,77.0
2018-01-26,61.0
2018-01-27,39.0
2018-01-28,40.0
2018-01-29,87.0
2018-01-30,83.0
2018-01-31,69.0
2018-02-01,82.0
2018-02-02,35.0
2018-02-03,23.0
2018-02-04,25.0
2018-02-05,45.0
2018-02-06,53.0
2018-02-07,42.0
2018-02-08,34.0
2018-02-09,33.0
2018-02-10,19.0
2018-02-11,25.0
2018-02-12,43.0
2018-02-13,45.0
2018-02-14,40.0
2018-02-15,43.0
2018-02-16,34.0
2018-02-17,17.0
2018-02-18,22.0
2018-02-19,35.0
2018-02-20,43.0
2018-02-21,47.0
2018-02-22,39.0
2018-02-23,36.0
2018-02-24,16.0
2018-02-25,21.0
2018-02-26,47.0
2018-02-27,47.0
2018-02-28,37.0
2018-03-01,43.0
2018-03-02,38.0
2018-03-03,22.0
2018-03-04,30.0
2018-03-05,38.0
2018-03-06,49.0
2018-03-07,43.0
2018-03-08,40.0
2018-03-09,38.0
2018-03-10,22.0
2018-03-11,20.0
2018-03-12,41.0
2018-03-13,42.0
2018-03-14,47.0
2018-03-15,47.0
2018-03-16,34.0
2018-03-17,19.0
2018-03-18,29.0
2018-03-19,41.0
2018-03-20,47.0
2018-03-21,43.0
2018-03-22,41.0
2018-03-23,32.0
2018-03-24,17.0
2018-03-25,25.0
2018-03-26,45.0
2018-03-27,37.0
2018-03-28,38.0
2018-03-29,38.0
2018-03-30,19.0
2018-03-31,17.0
2018-04-01,22.0
2018-04-02,34.0
2018-04-03,48.0
2018-04-04,36.0
2018-04-05,44.0
2018-04-06,34.0
2018-04-07,18.0
2018-04-08,24.0
2018-04-09,42.0
2018-04-10,44.0
2018-04-11,36.0
2018-04-12,45.0
2018-04-13,34.0
2018-04-14,22.0
2018-04-15,21.0
2018-04-16,40.0
2018-04-17,49.0
2018-04-18,45.0
2018-04-19,47.0
2018-04-20,34.0
2018-04-21,24.0
2018-04-22,31.0
2018-04-23,48.0
2018-04-24,49.0
2018-04-25,47.0
2018-04-26,44.0
2018-04-27,43.0
2018-04-28,20.0
2018-04-29,21.0
2018-04-30,43.0
2018-05-01,38.0
2018-05-02,45.0
2018-05-03,41.0
2018-05-04,36.0
2018-05-05,19.0
2018-05-06,22.0
2018-05-07,43.0
2018-05-08,49.0
2018-05-09,50.0
2018-05-10,39.0
2018-05-11,35.0
2018-05-12,14.0
2018-05-13,24.0
2018-05-14,42.0
2018-05-15,47.0
2018-05-16,43.0
2018-05-17,50.0
2018-05-18,33.0
2018-05-19,18.0
2018-05-20,23.0
2018-05-21,47.0
2018-05-22,43.0
2018-05-23,36.0
2018-05-24,34.0
2018-05-25,29.0
2018-05-26,17.0
2018-05-27,21.0
2018-05-28,29.0
2018-05-29,35.0
2018-05-30,36.0
2018-05-31,40.0
2018-06-01,30.0
2018-06-02,19.0
2018-06-03,26.0
2018-06-04,43.0
2018-06-05,34.0
2018-06-06,34.0
2018-06-07,40.0
2018-06-08,32.0
2018-06-09,15.0
2018-06-10,19.0
2018-06-11,36.0
2018-06-12,36.0
2018-06-13,36.0
2018-06-14,27.0
2018-06-15,26.0
2018-06-16,14.0
2018-06-17,15.0
2018-06-18,25.0
2018-06-19,29.0
2018-06-20,28.0
2018-06-21,25.0
2018-06-22,27.0
2018-06-23,16.0
2018-06-24,19.0
