date,global warming
2016-07-08,15.0
2016-07-09,15.0
2016-07-10,21.0
2016-07-11,20.0
2016-07-12,26.0
2016-07-13,17.0
2016-07-14,22.0
2016-07-15,15.0
2016-07-16,20.0
2016-07-17,25.0
2016-07-18,19.0
2016-07-19,21.0
2016-07-20,23.0
2016-07-21,17.0
2016-07-22,25.0
2016-07-23,23.0
2016-07-24,23.0
2016-07-25,20.0
2016-07-26,23.0
2016-07-27,27.0
2016-07-28,22.0
2016-07-29,15.0
2016-07-30,16.0
2016-07-31,23.0
2016-08-01,21.0
2016-08-02,22.0
2016-08-03,22.0
2016-08-04,21.0
2016-08-05,16.0
2016-08-06,30.0
2016-08-07,22.0
2016-08-08,21.0
2016-08-09,27.0
2016-08-10,27.0
2016-08-11,24.0
2016-08-12,17.0
2016-08-13,23.0
2016-08-14,17.0
2016-08-15,25.0
2016-08-16,22.0
2016-08-17,17.0
2016-08-18,21.0
2016-08-19,17.0
2016-08-20,15.0
2016-08-21,20.0
2016-08-22,23.0
2016-08-23,26.0
2016-08-24,22.0
2016-08-25,29.0
2016-08-26,22.0
2016-08-27,17.0
2016-08-28,29.0
2016-08-29,23.0
2016-08-30,26.0
2016-08-31,28.0
2016-09-01,22.0
2016-09-02,28.0
2016-09-03,23.0
2016-09-04,23.0
2016-09-05,27.0
2016-09-06,25.0
2016-09-07,31.0
2016-09-08,32.0
2016-09-09,23.0
2016-09-10,26.0
2016-09-11,22.0
2016-09-12,32.0
2016-09-13,36.0
2016-09-14,34.0
2016-09-15,30.0
2016-09-16,25.0
2016-09-17,19.0
2016-09-18,24.0
2016-09-19,32.0
2016-09-20,31.0
2016-09-21,34.0
2016-09-22,30.0
2016-09-23,31.0
2016-09-24,22.0
2016-09-25,27.0
2016-09-26,35.0
2016-09-27,45.0
2016-09-28,36.0
2016-09-29,38.0
2016-09-30,32.0
2016-10-01,19.0
2016-11-09,67.0
2016-11-10,58.0
2016-11-11,49.0
2016-11-12,37.0
2016-11-13,42.0
2016-11-14,45.0
2016-11-15,53.0
2016-11-16,55.0
2016-11-17,57.0
2016-11-18,43.0
2016-11-19,26.0
2016-11-20,39.0
2016-11-21,49.0
2016-11-22,47.0
2016-11-23,41.0
2016-11-24,29.0
2016-11-25,24.0
2016-11-26,27.0
2016-11-27,32.0
2016-11-28,45.0
2016-11-29,45.0
2016-11-30,45.0
2016-12-01,44.0
2016-12-02,44.0
2016-12-03,27.0
2016-12-04,34.0
2016-12-05,45.0
2016-12-06,50.0
2016-12-07,47.0
2016-12-08,53.0
2016-12-09,37.0
2016-12-10,23.0
2016-12-11,32.0
2016-12-12,39.0
2016-12-13,43.0
2016-12-14,43.0
2016-12-15,41.0
2016-12-16,33.0
2016-12-17,21.0
2016-12-18,27.0
2016-12-19,29.0
2016-12-20,30.0
2016-12-21,26.0
2016-12-22,23.0
2016-12-23,18.0
2016-12-24,17.0
2016-12-25,19.0
2016-12-26,22.0
2016-12-27,23.0
2016-12-28,22.0
2016-12-29,17.0
2016-12-30,18.0
2016-12-31,18.0
2017-01-01,16.0
2017-01-02,23.0
2017-01-03,27.0
2017-01-04,28.0
2017-01-05,30.0
2017-01-06,25.0
2017-01-07,27.0
2017-01-08,30.0
2017-01-09,36.0
2017-01-10,37.0
2017-01-11,39.0
2017-01-12,39.0
2017-01-13,29.0
2017-01-14,22.0
2017-01-15,28.0
2017-01-16,27.0
2017-01-17,34.0
2017-01-18,44.0
2017-01-19,51.0
2017-01-20,38.0
2017-01-21,27.0
2017-01-22,33.0
2017-01-23,43.0
2017-01-24,45.0
2017-01-25,47.0
2017-01-26,45.0
2017-01-27,37.0
2017-01-28,20.0
2017-01-29,27.0
2017-01-30,43.0
2017-01-31,41.0
2017-02-01,33.0
2017-02-02,36.0
2017-02-03,33.0
2017-02-04,24.0
2017-02-05,35.0
2017-02-06,42.0
2017-02-07,48.0
2017-02-08,49.0
2017-02-09,41.0
2017-02-10,37.0
2017-02-11,17.0
2017-02-12,34.0
2017-02-13,46.0
2017-02-14,32.0
2017-02-15,46.0
2017-02-16,40.0
2017-02-17,38.0
2017-02-18,27.0
2017-02-19,37.0
2017-02-20,33.0
2017-02-21,35.0
2017-02-22,38.0
2017-02-23,39.0
2017-02-24,37.0
2017-02-25,31.0
2017-02-26,33.0
2017-02-27,39.0
2017-02-28,44.0
2017-03-01,39.0
2017-03-02,35.0
2017-03-03,39.0
2017-03-04,17.0
2017-03-05,30.0
2017-03-06,34.0
2017-03-07,41.0
2017-03-08,39.0
2017-03-09,49.0
2017-03-10,38.0
2017-03-11,29.0
2017-03-12,24.0
2017-03-13,37.0
2017-03-14,37.0
2017-03-15,36.0
2017-03-16,35.0
2017-03-17,29.0
2017-03-18,19.0
2017-03-19,29.0
2017-03-20,35.0
2017-03-21,35.0
2017-03-22,35.0
2017-03-23,37.0
2017-03-24,33.0
2017-03-25,22.0
2017-03-26,27.0
2017-03-27,35.0
2017-03-28,38.0
2017-03-29,43.0
2017-03-30,38.0
2017-03-31,29.0
2017-04-01,13.0
2017-04-02,25.0
2017-04-03,34.0
2017-04-04,29.0
2017-04-05,33.0
2017-04-06,33.0
2017-04-07,25.0
2017-04-08,14.0
2017-04-09,19.0
2017-04-10,30.0
2017-04-11,33.0
2017-04-12,32.0
2017-04-13,21.0
2017-04-14,20.0
2017-04-15,17.0
2017-04-16,21.0
2017-04-17,28.0
2017-04-18,34.0
2017-04-19,34.0
2017-05-28,24.0
2017-05-29,33.0
2017-05-30,38.0
2017-05-31,40.0
2017-06-01,70.0
2017-06-02,100.0
2017-06-03,62.0
2017-06-04,52.0
2017-06-05,55.0
2017-06-06,49.0
2017-06-07,55.0
2017-06-08,40.0
2017-06-09,37.0
2017-06-10,26.0
2017-06-11,39.0
2017-06-12,28.0
2017-06-13,33.0
2017-06-14,34.0
2017-06-15,35.0
2017-06-16,25.0
2017-06-17,24.0
2017-06-18,24.0
2017-06-19,33.0
2017-06-20,31.0
2017-06-21,34.0
2017-06-22,29.0
2017-06-23,27.0
2017-06-24,22.0
2017-06-25,25.0
2017-06-26,32.0
2017-06-27,26.0
2017-06-28,32.0
2017-06-29,34.0
2017-06-30,24.0
2017-07-01,20.0
2017-07-02,34.0
2017-07-03,34.0
2017-07-04,29.0
2017-07-05,28.0
2017-07-06,36.0
2017-07-07,22.0
2017-07-08,22.0
2017-07-09,38.0
2017-07-10,34.0
2017-07-11,26.0
2017-07-12,31.0
2017-07-13,40.0
2017-07-14,32.0
2017-07-15,29.0
2017-07-16,34.0
2017-07-17,35.0
2017-07-18,29.0
2017-07-19,30.0
2017-07-20,29.0
2017-07-21,25.0
2017-07-22,22.0
2017-07-23,31.0
2017-07-24,29.0
2017-07-25,32.0
2017-07-26,25.0
2017-07-27,26.0
2017-07-28,24.0
2017-07-29,24.0
2017-07-30,24.0
2017-07-31,26.0
2017-08-01,29.0
2017-08-02,35.0
2017-08-03,29.0
2017-08-04,33.0
2017-08-05,29.0
2017-08-06,31.0
2017-08-07,24.0
2017-08-08,33.0
2017-08-09,28.0
2017-08-10,40.0
2017-08-11,23.0
2017-08-12,24.0
2017-08-13,26.0
2017-08-14,22.0
2017-08-15,33.0
2017-08-16,27.0
2017-08-17,29.0
2017-08-18,25.0
2017-08-19,24.0
2017-08-20,28.0
2017-08-21,27.0
2017-08-22,25.0
2017-08-23,25.0
2017-08-24,24.0
2017-08-25,26.0
2017-08-26,19.0
2017-08-27,30.0
2017-08-28,37.0
2017-08-29,37.0
2017-08-30,35.0
2017-08-31,37.0
2017-09-01,26.0
2017-09-02,20.0
2017-09-03,26.0
2017-09-04,31.0
2017-09-05,34.0
2017-09-06,46.0
2017-09-07,58.0
2017-09-08,52.0
2017-09-09,39.0
2017-09-10,49.0
2017-09-11,54.0
2017-09-12,54.0
2017-09-13,48.0
2017-09-14,45.0
2017-09-15,37.0
2017-09-16,26.0
2017-09-17,30.0
2017-09-18,44.0
2017-09-19,47.0
2017-09-20,44.0
2017-09-21,42.0
2017-09-22,37.0
2017-09-23,32.0
2017-09-24,32.0
2017-09-25,36.0
2017-09-26,40.0
2017-09-27,47.0
2017-09-28,39.0
2017-09-29,26.0
2017-09-30,21.0
2017-10-01,30.0
2017-10-02,29.0
2017-10-03,30.0
2017-10-04,32.0
2017-10-05,38.0
2017-10-06,32.0
2017-10-07,23.0
2017-10-08,25.0
2017-10-09,42.0
2017-10-10,45.0
2017-10-11,42.0
2017-10-12,49.0
2017-10-13,38.0
2017-10-14,23.0
2017-10-15,32.0
2017-10-16,35.0
2017-10-17,41.0
2017-10-18,34.0
2017-10-19,34.0
2017-10-20,29.0
2017-10-21,24.0
2017-10-22,34.0
2017-10-23,41.0
2017-10-24,45.0
2017-10-25,43.0
2017-10-26,43.0
2017-10-27,30.0
2017-10-28,24.0
2017-10-29,37.0
2017-10-30,42.0
2017-10-31,38.0
2017-11-01,39.0
2017-11-02,40.0
2017-11-03,41.0
2017-11-04,28.0
2017-11-05,33.0
2017-12-14,40.0
2017-12-15,30.0
2017-12-16,21.0
2017-12-17,26.0
2017-12-18,33.0
2017-12-19,28.0
2017-12-20,24.0
2017-12-21,20.0
2017-12-22,17.0
2017-12-23,14.0
2017-12-24,11.0
2017-12-25,14.0
2017-12-26,15.0
2017-12-27,20.0
2017-12-28,18.0
2017-12-29,57.0
2017-12-30,50.0
2017-12-31,35.0
2018-01-01,31.0
2018-01-02,38.0
2018-01-03,48.0
2018-01-04,49.0
2018-01-05,38.0
2018-01-06,35.0
2018-01-07,33.0
2018-01-08,38.0
2018-01-09,42.0
2018-01-10,36.0
2018-01-11,39.0
2018-01-12,34.0
2018-01-13,23.0
2018-01-14,28.0
2018-01-15,30.0
2018-01-16,40.0
2018-01-17,38.0
2018-01-18,41.0
2018-01-19,34.0
2018-01-20,22.0
2018-01-21,24.0
2018-01-22,33.0
2018-01-23,35.0
2018-01-24,40.0
2018-01-25,32.0
2018-01-26,33.0
2018-01-27,17.0
2018-01-28,29.0
2018-01-29,32.0
2018-01-30,34.0
2018-01-31,35.0
2018-02-01,32.0
2018-02-02,31.0
2018-02-03,20.0
2018-02-04,30.0
2018-02-05,37.0
2018-02-06,42.0
2018-02-07,38.0
2018-02-08,36.0
2018-02-09,30.0
2018-02-10,23.0
2018-02-11,28.0
2018-02-12,33.0
2018-02-13,30.0
2018-02-14,35.0
2018-02-15,35.0
2018-02-16,26.0
2018-02-17,23.0
2018-02-18,20.0
2018-02-19,31.0
2018-02-20,33.0
2018-02-21,36.0
2018-02-22,35.0
2018-02-23,28.0
2018-02-24,23.0
2018-02-25,27.0
2018-02-26,35.0
2018-02-27,44.0
2018-02-28,37.0
2018-03-01,38.0
2018-03-02,32.0
2018-03-03,21.0
2018-03-04,23.0
2018-03-05,38.0
2018-03-06,38.0
2018-03-07,41.0
2018-03-08,41.0
2018-03-09,31.0
2018-03-10,20.0
2018-03-11,18.0
2018-03-12,36.0
2018-03-13,30.0
2018-03-14,32.0
2018-03-15,32.0
2018-03-16,29.0
2018-03-17,18.0
2018-03-18,26.0
2018-03-19,33.0
2018-03-20,37.0
2018-03-21,37.0
2018-03-22,28.0
2018-03-23,29.0
2018-03-24,17.0
2018-03-25,26.0
2018-03-26,26.0
2018-03-27,32.0
2018-03-28,27.0
2018-03-29,26.0
2018-03-30,17.0
2018-03-31,15.0
2018-04-01,18.0
2018-04-02,19.0
2018-04-03,33.0
2018-04-04,31.0
2018-04-05,29.0
2018-04-06,26.0
2018-04-07,15.0
2018-04-08,22.0
2018-04-09,40.0
2018-04-10,33.0
2018-04-11,35.0
2018-04-12,29.0
2018-04-13,30.0
2018-04-14,17.0
2018-04-15,23.0
2018-04-16,41.0
2018-04-17,35.0
2018-04-18,33.0
2018-04-19,44.0
2018-04-20,31.0
2018-04-21,19.0
2018-04-22,25.0
2018-04-23,39.0
2018-04-24,35.0
2018-04-25,35.0
2018-04-26,36.0
2018-04-27,29.0
2018-04-28,16.0
2018-04-29,20.0
2018-04-30,37.0
2018-05-01,31.0
2018-05-02,34.0
2018-05-03,38.0
2018-05-04,30.0
2018-05-05,16.0
2018-05-06,24.0
2018-05-07,38.0
2018-05-08,33.0
2018-05-09,38.0
2018-05-10,30.0
2018-05-11,30.0
2018-05-12,18.0
2018-05-13,19.0
2018-05-14,30.0
2018-05-15,32.0
2018-05-16,33.0
2018-05-17,41.0
2018-05-18,35.0
2018-05-19,17.0
2018-05-20,23.0
2018-05-21,30.0
2018-05-22,33.0
2018-05-23,33.0
2018-05-24,30.0
2018-07-02,22.0
2018-07-03,31.0
2018-07-04,30.0
2018-07-05,31.0
2018-07-06,21.0
2018-07-07,25.0
2018-07-08,32.0
2018-07-09,23.0
2018-07-10,28.0
2018-07-11,24.0
2018-07-12,27.0
2018-07-13,16.0
2018-07-14,20.0
2018-07-15,20.0
2018-07-16,24.0
2018-07-17,23.0
2018-07-18,31.0
2018-07-19,26.0
2018-07-20,22.0
2018-07-21,23.0
2018-07-22,28.0
2018-07-23,26.0
2018-07-24,32.0
2018-07-25,32.0
2018-07-26,31.0
2018-07-27,28.0
2018-07-28,25.0
2018-07-29,32.0
2018-07-30,29.0
2018-07-31,29.0
2018-08-01,32.0
2018-08-02,34.0
2018-08-03,28.0
2018-08-04,25.0
2018-08-05,32.0
2018-08-06,33.0
2018-08-07,39.0
2018-08-08,29.0
2018-08-09,32.0
2018-08-10,22.0
2018-08-11,23.0
2018-08-12,33.0
2018-08-13,34.0
2018-08-14,23.0
2018-08-15,29.0
2018-08-16,29.0
2018-08-17,19.0
2018-08-18,18.0
2018-08-19,34.0
2018-08-20,24.0
2018-08-21,26.0
2018-08-22,26.0
2018-08-23,31.0
2018-08-24,26.0
2018-08-25,19.0
2018-08-26,20.0
2018-08-27,26.0
2018-08-28,32.0
2018-08-29,38.0
2018-08-30,32.0
2018-08-31,26.0
2018-09-01,20.0
2018-09-02,22.0
2018-09-03,26.0
2018-09-04,30.0
2018-09-05,36.0
2018-09-06,32.0
2018-09-07,27.0
2018-09-08,28.0
2018-09-09,26.0
2018-09-10,34.0
2018-09-11,40.0
2018-09-12,41.0
2018-09-13,33.0
2018-09-14,38.0
2018-09-15,21.0
2018-09-16,38.0
2018-09-17,41.0
2018-09-18,37.0
2018-09-19,39.0
2018-09-20,30.0
2018-09-21,29.0
2018-09-22,26.0
2018-09-23,26.0
2018-09-24,39.0
2018-09-25,32.0
2018-09-26,33.0
2018-09-27,32.0
2018-09-28,38.0
2018-09-29,25.0
2018-09-30,28.0
2018-10-01,39.0
2018-10-02,36.0
2018-10-03,36.0
2018-10-04,44.0
2018-10-05,32.0
2018-10-06,23.0
2018-10-07,37.0
2018-10-08,66.0
2018-10-09,75.0
2018-10-10,66.0
2018-10-11,52.0
2018-10-12,47.0
2018-10-13,35.0
2018-10-14,42.0
2018-10-15,55.0
2018-10-16,51.0
2018-10-17,45.0
2018-10-18,45.0
2018-10-19,35.0
2018-10-20,24.0
2018-10-21,42.0
2018-10-22,48.0
2018-10-23,42.0
2018-10-24,45.0
2018-10-25,53.0
2018-10-26,33.0
2018-10-27,23.0
2018-10-28,34.0
2018-10-29,48.0
2018-10-30,54.0
2018-10-31,48.0
2018-11-01,45.0
2018-11-02,44.0
2018-11-03,23.0
2018-11-04,29.0
2018-11-05,42.0
2018-11-06,42.0
2018-11-07,35.0
2018-11-08,42.0
2018-11-09,38.0
2018-11-10,29.0
2018-11-11,34.0
2018-11-12,48.0
2018-11-13,51.0
2018-11-14,51.0
2018-11-15,54.0
2018-11-16,45.0
2018-11-17,29.0
2018-11-18,41.0
2018-11-19,49.0
2018-11-20,36.0
2018-11-21,42.0
2018-11-22,36.0
2018-11-23,28.0
2018-11-24,42.0
2018-11-25,45.0
2018-11-26,61.0
2018-11-27,62.0
2018-11-28,63.0
2018-11-29,49.0
2018-11-30,47.0
2018-12-01,27.0
2018-12-02,33.0
2018-12-03,56.0
2018-12-04,45.0
2018-12-05,54.0
2018-12-06,54.0
2018-12-07,48.0
2018-12-08,33.0
2018-12-09,36.0
2018-12-10,50.0
2019-01-18,21.0
2019-01-19,9.0
2019-01-20,17.0
2019-01-21,18.0
2019-01-22,23.0
2019-01-23,23.0
2019-01-24,21.0
2019-01-25,18.0
2019-01-26,11.0
2019-01-27,17.0
2019-01-28,23.0
2019-01-29,40.0
2019-01-30,60.0
2019-01-31,48.0
2019-02-01,30.0
2019-02-02,17.0
2019-02-03,18.0
2019-02-04,23.0
2019-02-05,24.0
2019-02-06,26.0
2019-02-07,23.0
2019-02-08,20.0
2019-02-09,16.0
2019-02-10,19.0
2019-02-11,26.0
2019-02-12,25.0
2019-02-13,29.0
2019-02-14,26.0
2019-02-15,21.0
2019-02-16,13.0
2019-02-17,19.0
2019-02-18,19.0
2019-02-19,20.0
2019-02-20,22.0
2019-02-21,26.0
2019-02-22,24.0
2019-02-23,17.0
2019-02-24,20.0
2019-02-25,28.0
2019-02-26,32.0
2019-02-27,32.0
2019-02-28,26.0
2019-03-01,23.0
2019-03-02,14.0
2019-03-03,19.0
2019-03-04,26.0
2019-03-05,23.0
2019-03-06,26.0
2019-03-07,26.0
2019-03-08,23.0
2019-03-09,10.0
2019-03-10,16.0
2019-03-11,23.0
2019-03-12,22.0
2019-03-13,28.0
2019-03-14,27.0
2019-03-15,27.0
2019-03-16,14.0
2019-03-17,15.0
2019-03-18,22.0
2019-03-19,26.0
2019-03-20,23.0
2019-03-21,20.0
2019-03-22,17.0
2019-03-23,12.0
2019-03-24,14.0
2019-03-25,18.0
2019-03-26,20.0
2019-03-27,23.0
2019-03-28,24.0
2019-03-29,17.0
2019-03-30,12.0
2019-03-31,14.0
2019-04-01,20.0
2019-04-02,25.0
2019-04-03,20.0
2019-04-04,18.0
2019-04-05,19.0
2019-04-06,14.0
2019-04-07,17.0
2019-04-08,23.0
2019-04-09,23.0
2019-04-10,25.0
2019-04-11,22.0
2019-04-12,23.0
2019-04-13,11.0
2019-04-14,15.0
2019-04-15,23.0
2019-04-16,21.0
2019-04-17,22.0
2019-04-18,17.0
2019-04-19,16.0
2019-04-20,13.0
2019-04-21,17.0
2019-04-22,26.0
2019-04-23,26.0
2019-04-24,29.0
